Month,Prov,Immig,Char,Sex,Age,    Nodegree,    Highschoolgraduate,    Postsecondary,    University,       Above bachelor degree
20-Jul,Canada,  Total Landed immigrants,Unemployment rate,  Female,  55 Years +,16.8,16.1,10,10.1,10.6
20-Jul,Canada,  Total Landed immigrants,Employment rate,  Male,15 Years +,29.6,56.2,61,72.3,74.1
20-Jul,Canada,  Total Landed immigrants,Employment rate,  Male,  15-24,20.6,45.4,62.7,68.2,100
20-Jul,Canada,  Total Landed immigrants,Employment rate,  Male,  25 Years +,32.2,57.9,60.9,72.4,74
20-Jul,Canada,  Total Landed immigrants,Employment rate,  Male,  25-64,55.1,73.9,77.3,82.2,84.7
20-Jul,Canada,  Total Landed immigrants,Employment rate,  Male,  55 Years +,20.2,38.5,37.7,48.7,51.8
20-Jul,Canada,  Total Landed immigrants,Employment rate,  Female,15 Years +,16.1,34.9,52.1,61.2,65.4
20-Jul,Canada,  Total Landed immigrants,Employment rate,  Female,  15-24,21.2,46.3,56,51.9,0
20-Jul,Canada,  Total Landed immigrants,Employment rate,  Female,  25 Years +,15.2,33.9,52,61.5,65.4
20-Jul,Canada,  Total Landed immigrants,Employment rate,  Female,  25-64,35.4,47.4,64.7,68,71.3
20-Jul,Canada,  Total Landed immigrants,Employment rate,  Female,  55 Years +,8,21.5,33.6,40.3,45.1
20-Jul,Canada,  Non-landed immigrants,  Labour force,  Male,15 Years +,14.6,49.5,58.7,132.4,56.2
20-Jul,Canada,  Non-landed immigrants,  Labour force,  Male,  15-24,2.5,18.4,13.1,15.9,5.6
20-Jul,Canada,  Non-landed immigrants,  Labour force,  Male,  25 Years +,12.1,31.1,45.6,116.5,50.6
20-Jul,Canada,  Non-landed immigrants,  Labour force,  Male,  25-64,11.9,30.3,45.3,113.3,50.1
20-Jul,Canada,  Non-landed immigrants,  Labour force,  Male,  55 Years +,0,3.6,5.7,9.1,4.3
20-Jul,Canada,  Non-landed immigrants,  Labour force,  Female,15 Years +,6.9,26.1,46.1,119.9,48.3
20-Jul,Canada,  Non-landed immigrants,  Labour force,  Female,  15-24,4.4,10,8,9.6,2.2
20-Jul,Canada,  Non-landed immigrants,  Labour force,  Female,  25 Years +,2.6,16.1,38.2,110.4,46.2
20-Jul,Canada,  Non-landed immigrants,  Labour force,  Female,  25-64,2.5,16,37.9,109.8,45.7
20-Jul,Canada,  Non-landed immigrants,  Labour force,  Female,  55 Years +,0,4.3,7.9,7.5,2.9
20-Jul,Canada,  Non-landed immigrants,    Employment,  Male,15 Years +,13.1,37.4,49.1,118.8,47.7
20-Jul,Canada,  Non-landed immigrants,    Employment,  Male,  15-24,2.2,11,9.8,13.1,3.6
20-Jul,Canada,  Non-landed immigrants,    Employment,  Male,  25 Years +,10.9,26.5,39.3,105.7,44.2
20-Jul,Canada,  Non-landed immigrants,    Employment,  Male,  25-64,10.7,25.7,39,102.4,43.7
20-Jul,Canada,  Non-landed immigrants,    Employment,  Male,  55 Years +,0,3.6,4.7,9.1,4.3
20-Jul,Canada,  Non-landed immigrants,    Employment,  Female,15 Years +,4.7,19.4,38.7,101.8,43.1
20-Jul,Canada,  Non-landed immigrants,    Employment,  Female,  15-24,2.8,5.5,4.9,7.6,2.1
20-Jul,Canada,  Non-landed immigrants,    Employment,  Female,  25 Years +,1.9,13.9,33.8,94.2,41
20-Jul,Canada,  Non-landed immigrants,    Employment,  Female,  25-64,1.8,13.9,33.5,93.7,40.6
20-Jul,Canada,  Non-landed immigrants,    Employment,  Female,  55 Years +,0,3.8,7.1,7.1,2.7
20-Jul,Canada,  Non-landed immigrants,       Full-time employment,  Male,15 Years +,11.4,31.9,42.8,104.5,40.7
20-Jul,Canada,  Non-landed immigrants,       Full-time employment,  Male,  15-24,0,6.9,8.3,9.9,3.1
20-Jul,Canada,  Non-landed immigrants,       Full-time employment,  Male,  25 Years +,10.2,24.9,34.5,94.6,37.6
20-Jul,Canada,  Non-landed immigrants,       Full-time employment,  Male,  25-64,10.2,24.1,34.4,91.7,37.4
20-Jul,Canada,  Non-landed immigrants,       Full-time employment,  Male,  55 Years +,0,3.1,3.7,7.9,3.3
20-Jul,Canada,  Non-landed immigrants,       Full-time employment,  Female,15 Years +,2.9,12.2,28.8,86.2,37.5
20-Jul,Canada,  Non-landed immigrants,       Full-time employment,  Female,  15-24,0,1.8,4,5.5,1.5
20-Jul,Canada,  Non-landed immigrants,       Full-time employment,  Female,  25 Years +,1.5,10.5,24.9,80.6,36
20-Jul,Canada,  Non-landed immigrants,       Full-time employment,  Female,  25-64,1.5,10.5,24.8,80.5,35.9
20-Jul,Canada,  Non-landed immigrants,       Full-time employment,  Female,  55 Years +,0,3.1,5,5.5,1.8
20-Jul,Canada,  Non-landed immigrants,       Part-time employment,  Male,15 Years +,1.7,5.6,6.3,14.3,7
20-Jul,Canada,  Non-landed immigrants,       Part-time employment,  Male,  15-24,0,4,1.5,3.2,0
20-Jul,Canada,  Non-landed immigrants,       Part-time employment,  Male,  25 Years +,0,1.5,4.8,11.1,6.6
20-Jul,Canada,  Non-landed immigrants,       Part-time employment,  Male,  25-64,0,1.5,4.6,10.7,6.3
20-Jul,Canada,  Non-landed immigrants,       Part-time employment,  Male,  55 Years +,0,0,0,0,0
20-Jul,Canada,  Non-landed immigrants,       Part-time employment,  Female,15 Years +,1.8,7.1,9.8,15.6,5.6
20-Jul,Canada,  Non-landed immigrants,       Part-time employment,  Female,  15-24,0,3.7,0,2.1,0
20-Jul,Canada,  Non-landed immigrants,       Part-time employment,  Female,  25 Years +,0,3.5,8.9,13.6,5
20-Jul,Canada,  Non-landed immigrants,       Part-time employment,  Female,  25-64,0,3.4,8.7,13.2,4.7
20-Jul,Canada,  Non-landed immigrants,       Part-time employment,  Female,  55 Years +,0,0,2.1,1.5,0
20-Jul,Canada,  Non-landed immigrants,    Unemployment,  Male,15 Years +,1.6,12.1,9.7,13.6,8.5
20-Jul,Canada,  Non-landed immigrants,    Unemployment,  Male,  15-24,0,7.4,3.3,2.8,2
20-Jul,Canada,  Non-landed immigrants,    Unemployment,  Male,  25 Years +,0,4.6,6.4,10.8,6.4
20-Jul,Canada,  Non-landed immigrants,    Unemployment,  Male,  25-64,0,4.6,6.3,10.8,6.4
20-Jul,Canada,  Non-landed immigrants,    Unemployment,  Male,  55 Years +,0,0,0,0,0
20-Jul,Canada,  Non-landed immigrants,    Unemployment,  Female,15 Years +,2.2,6.7,7.5,18.1,5.2
20-Jul,Canada,  Non-landed immigrants,    Unemployment,  Female,  15-24,1.5,4.6,3.1,2,0
20-Jul,Canada,  Non-landed immigrants,    Unemployment,  Female,  25 Years +,0,2.2,4.4,16.1,5.2
20-Jul,Canada,  Non-landed immigrants,    Unemployment,  Female,  25-64,0,2.2,4.4,16.1,5.1
20-Jul,Canada,  Non-landed immigrants,    Unemployment,  Female,  55 Years +,-,0,0,0,0
20-Jul,Canada,  Non-landed immigrants,  Not in labour force,  Male,15 Years +,19,21.5,19.7,36.1,15.3
20-Jul,Canada,  Non-landed immigrants,  Not in labour force,  Male,  15-24,9.9,11.9,1.7,3.2,-
20-Jul,Canada,  Non-landed immigrants,  Not in labour force,  Male,  25 Years +,9.1,9.7,18,32.9,15.3
20-Jul,Canada,  Non-landed immigrants,  Not in labour force,  Male,  25-64,4.9,6.2,13.9,25.2,11.8
20-Jul,Canada,  Non-landed immigrants,  Not in labour force,  Male,  55 Years +,4.9,5.1,8.2,9.5,5
20-Jul,Canada,  Non-landed immigrants,  Not in labour force,  Female,15 Years +,29.8,28.6,34.3,53.9,14.5
20-Jul,Canada,  Non-landed immigrants,  Not in labour force,  Female,  15-24,14.3,11.5,5.2,5.7,0
20-Jul,Canada,  Non-landed immigrants,  Not in labour force,  Female,  25 Years +,15.5,17.1,29.1,48.2,13.7
20-Jul,Canada,  Non-landed immigrants,  Not in labour force,  Female,  25-64,9.8,14.4,22.2,42.7,12.8
20-Jul,Canada,  Non-landed immigrants,  Not in labour force,  Female,  55 Years +,8.3,5.8,10,10,2.2
20-Jul,Canada,  Non-landed immigrants,Unemployment rate,  Male,15 Years +,11,24.4,16.5,10.3,15.1
20-Jul,Canada,  Non-landed immigrants,Unemployment rate,  Male,  15-24,0,40.2,25.2,17.6,35.7
20-Jul,Canada,  Non-landed immigrants,Unemployment rate,  Male,  25 Years +,0,14.8,14,9.3,12.6
20-Jul,Canada,  Non-landed immigrants,Unemployment rate,  Male,  25-64,0,15.2,13.9,9.5,12.8
20-Jul,Canada,  Non-landed immigrants,Unemployment rate,  Male,  55 Years +,0,0,0,0,0
20-Jul,Canada,  Non-landed immigrants,Unemployment rate,  Female,15 Years +,31.9,25.7,16.3,15.1,10.8
20-Jul,Canada,  Non-landed immigrants,Unemployment rate,  Female,  15-24,34.1,46,38.8,20.8,0
20-Jul,Canada,  Non-landed immigrants,Unemployment rate,  Female,  25 Years +,0,13.7,11.5,14.6,11.3
20-Jul,Canada,  Non-landed immigrants,Unemployment rate,  Female,  25-64,0,13.8,11.6,14.7,11.2
20-Jul,Canada,  Non-landed immigrants,Unemployment rate,  Female,  55 Years +,-,0,0,0,0
20-Jul,Canada,  Non-landed immigrants,Employment rate,  Male,15 Years +,38.9,52.7,62.6,70.5,66.7
20-Jul,Canada,  Non-landed immigrants,Employment rate,  Male,  15-24,17.6,36.3,66.2,68.6,64.3
20-Jul,Canada,  Non-landed immigrants,Employment rate,  Male,  25 Years +,51.4,65.1,61.8,70.7,67.1
20-Jul,Canada,  Non-landed immigrants,Employment rate,  Male,  25-64,63.3,70.2,65.9,73.9,70.6
20-Jul,Canada,  Non-landed immigrants,Employment rate,  Male,  55 Years +,0,41.4,33.8,48.9,46.2
20-Jul,Canada,  Non-landed immigrants,Employment rate,  Female,15 Years +,12.8,35.5,48.1,58.6,68.6
20-Jul,Canada,  Non-landed immigrants,Employment rate,  Female,  15-24,15.1,25.6,37.1,49.7,72.4
20-Jul,Canada,  Non-landed immigrants,Employment rate,  Female,  25 Years +,10.5,41.9,50.2,59.4,68.4
20-Jul,Canada,  Non-landed immigrants,Employment rate,  Female,  25-64,14.6,45.7,55.8,61.4,69.4
20-Jul,Canada,  Non-landed immigrants,Employment rate,  Female,  55 Years +,0,37.6,39.7,40.6,52.9
20-Jul,Ontario,  Total Landed immigrants,  Labour force,  Male,15 Years +,83.9,256.7,304.8,658.3,270.2
20-Jul,Ontario,  Total Landed immigrants,  Labour force,  Male,  15-24,15.1,34.6,14.2,15.4,1.5
20-Jul,Ontario,  Total Landed immigrants,  Labour force,  Male,  25 Years +,68.7,222.1,290.6,642.9,268.7
20-Jul,Ontario,  Total Landed immigrants,  Labour force,  Male,  25-64,54.4,208.3,266.8,600.1,247.5
20-Jul,Ontario,  Total Landed immigrants,  Labour force,  Male,  55 Years +,35,82.1,94.6,155,73.6
20-Jul,Ontario,  Total Landed immigrants,  Labour force,  Female,15 Years +,66.7,167,312.9,581.3,196.5
20-Jul,Ontario,  Total Landed immigrants,  Labour force,  Female,  15-24,15.7,13.4,7.8,18.9,0
20-Jul,Ontario,  Total Landed immigrants,  Labour force,  Female,  25 Years +,51,153.6,305.1,562.3,195.5
20-Jul,Ontario,  Total Landed immigrants,  Labour force,  Female,  25-64,44.9,140.4,290,541.2,186.2
20-Jul,Ontario,  Total Landed immigrants,  Labour force,  Female,  55 Years +,20.1,55,100.9,96.1,32.5
20-Jul,Ontario,  Total Landed immigrants,    Employment,  Male,15 Years +,66.4,220.8,275.2,601.5,248
20-Jul,Ontario,  Total Landed immigrants,    Employment,  Male,  15-24,6.1,21.8,11.9,11,1.5
20-Jul,Ontario,  Total Landed immigrants,    Employment,  Male,  25 Years +,60.4,199,263.4,590.5,246.5
20-Jul,Ontario,  Total Landed immigrants,    Employment,  Male,  25-64,46.5,185.3,241.5,549.1,226.6
20-Jul,Ontario,  Total Landed immigrants,    Employment,  Male,  55 Years +,32.2,75.4,86.4,141.3,66.8
20-Jul,Ontario,  Total Landed immigrants,    Employment,  Female,15 Years +,49.3,132.8,266.8,493.4,165.7
20-Jul,Ontario,  Total Landed immigrants,    Employment,  Female,  15-24,6.9,9,3.9,14.1,0
20-Jul,Ontario,  Total Landed immigrants,    Employment,  Female,  25 Years +,42.3,123.9,262.9,479.3,164.7
20-Jul,Ontario,  Total Landed immigrants,    Employment,  Female,  25-64,36.5,111.5,250.1,460.9,157.5
20-Jul,Ontario,  Total Landed immigrants,    Employment,  Female,  55 Years +,16.2,46.1,91.3,84.9,27.8
20-Jul,Ontario,  Total Landed immigrants,       Full-time employment,  Male,15 Years +,53.6,198,253.6,561.9,228.7
20-Jul,Ontario,  Total Landed immigrants,       Full-time employment,  Male,  15-24,2.4,14.9,9.3,10,1.5
20-Jul,Ontario,  Total Landed immigrants,       Full-time employment,  Male,  25 Years +,51.3,183.1,244.3,551.9,227.2
20-Jul,Ontario,  Total Landed immigrants,       Full-time employment,  Male,  25-64,42.1,171.8,227.4,521.2,214.9
20-Jul,Ontario,  Total Landed immigrants,       Full-time employment,  Male,  55 Years +,26,65.6,73.7,121.8,56.3
20-Jul,Ontario,  Total Landed immigrants,       Full-time employment,  Female,15 Years +,36.3,95.2,214.5,416.4,142.3
20-Jul,Ontario,  Total Landed immigrants,       Full-time employment,  Female,  15-24,0,5.7,3.3,9.9,0
20-Jul,Ontario,  Total Landed immigrants,       Full-time employment,  Female,  25 Years +,35.5,89.5,211.3,406.5,141.3
20-Jul,Ontario,  Total Landed immigrants,       Full-time employment,  Female,  25-64,30.4,82.6,203.7,395.6,138
20-Jul,Ontario,  Total Landed immigrants,       Full-time employment,  Female,  55 Years +,13.2,31.1,69.5,68,21.6
20-Jul,Ontario,  Total Landed immigrants,       Part-time employment,  Male,15 Years +,12.8,22.8,21.6,39.6,19.3
20-Jul,Ontario,  Total Landed immigrants,       Part-time employment,  Male,  15-24,3.7,6.9,2.6,0,-
20-Jul,Ontario,  Total Landed immigrants,       Part-time employment,  Male,  25 Years +,9.1,15.9,19,38.6,19.3
20-Jul,Ontario,  Total Landed immigrants,       Part-time employment,  Male,  25-64,4.3,13.5,14.1,27.9,11.7
20-Jul,Ontario,  Total Landed immigrants,       Part-time employment,  Male,  55 Years +,6.2,9.8,12.8,19.5,10.5
20-Jul,Ontario,  Total Landed immigrants,       Part-time employment,  Female,15 Years +,13,37.6,52.3,77,23.3
20-Jul,Ontario,  Total Landed immigrants,       Part-time employment,  Female,  15-24,6.1,3.2,0,4.2,-
20-Jul,Ontario,  Total Landed immigrants,       Part-time employment,  Female,  25 Years +,6.9,34.4,51.6,72.8,23.3
20-Jul,Ontario,  Total Landed immigrants,       Part-time employment,  Female,  25-64,6.2,28.9,46.4,65.3,19.5
20-Jul,Ontario,  Total Landed immigrants,       Part-time employment,  Female,  55 Years +,3,15,21.8,16.9,6.2
20-Jul,Ontario,  Total Landed immigrants,    Unemployment,  Male,15 Years +,17.5,35.9,29.5,56.8,22.3
20-Jul,Ontario,  Total Landed immigrants,    Unemployment,  Male,  15-24,9.1,12.8,2.4,4.4,-
20-Jul,Ontario,  Total Landed immigrants,    Unemployment,  Male,  25 Years +,8.4,23.1,27.2,52.4,22.3
20-Jul,Ontario,  Total Landed immigrants,    Unemployment,  Male,  25-64,8,23,25.3,50.9,20.9
20-Jul,Ontario,  Total Landed immigrants,    Unemployment,  Male,  55 Years +,2.8,6.7,8.2,13.6,6.7
20-Jul,Ontario,  Total Landed immigrants,    Unemployment,  Female,15 Years +,17.4,34.2,46.1,87.9,30.8
20-Jul,Ontario,  Total Landed immigrants,    Unemployment,  Female,  15-24,8.8,4.5,3.9,4.9,-
20-Jul,Ontario,  Total Landed immigrants,    Unemployment,  Female,  25 Years +,8.6,29.8,42.2,83,30.8
20-Jul,Ontario,  Total Landed immigrants,    Unemployment,  Female,  25-64,8.4,28.9,39.9,80.3,28.8
20-Jul,Ontario,  Total Landed immigrants,    Unemployment,  Female,  55 Years +,3.9,8.9,9.6,11.2,4.7
20-Jul,Ontario,  Total Landed immigrants,  Not in labour force,  Male,15 Years +,164.2,137,161.2,183.7,69.3
20-Jul,Ontario,  Total Landed immigrants,  Not in labour force,  Male,  15-24,35.9,22.4,4.1,4.3,-
20-Jul,Ontario,  Total Landed immigrants,  Not in labour force,  Male,  25 Years +,128.3,114.6,157.1,179.4,69.3
20-Jul,Ontario,  Total Landed immigrants,  Not in labour force,  Male,  25-64,37.2,39.1,46.1,71.3,23.1
20-Jul,Ontario,  Total Landed immigrants,  Not in labour force,  Male,  55 Years +,111.6,94.6,128.5,136.1,54.4
20-Jul,Ontario,  Total Landed immigrants,  Not in labour force,  Female,15 Years +,284.6,243.8,215.7,258.8,69.6
20-Jul,Ontario,  Total Landed immigrants,  Not in labour force,  Female,  15-24,27.5,11.2,3.1,5.8,0
20-Jul,Ontario,  Total Landed immigrants,  Not in labour force,  Female,  25 Years +,257.2,232.6,212.5,252.9,69.5
20-Jul,Ontario,  Total Landed immigrants,  Not in labour force,  Female,  25-64,71.9,107.2,97.1,162.1,44.6
20-Jul,Ontario,  Total Landed immigrants,  Not in labour force,  Female,  55 Years +,218.1,164.9,147.1,131.2,34.2
20-Jul,Ontario,  Total Landed immigrants,Unemployment rate,  Male,15 Years +,20.9,14,9.7,8.6,8.3
20-Jul,Ontario,  Total Landed immigrants,Unemployment rate,  Male,  15-24,60.3,37,16.9,28.6,-
20-Jul,Ontario,  Total Landed immigrants,Unemployment rate,  Male,  25 Years +,12.2,10.4,9.4,8.2,8.3
20-Jul,Ontario,  Total Landed immigrants,Unemployment rate,  Male,  25-64,14.7,11,9.5,8.5,8.4
20-Jul,Ontario,  Total Landed immigrants,Unemployment rate,  Male,  55 Years +,8,8.2,8.7,8.8,9.1
20-Jul,Ontario,  Total Landed immigrants,Unemployment rate,  Female,15 Years +,26.1,20.5,14.7,15.1,15.7
20-Jul,Ontario,  Total Landed immigrants,Unemployment rate,  Female,  15-24,56.1,33.6,50,25.9,-
20-Jul,Ontario,  Total Landed immigrants,Unemployment rate,  Female,  25 Years +,16.9,19.4,13.8,14.8,15.8
20-Jul,Ontario,  Total Landed immigrants,Unemployment rate,  Female,  25-64,18.7,20.6,13.8,14.8,15.5
20-Jul,Ontario,  Total Landed immigrants,Unemployment rate,  Female,  55 Years +,19.4,16.2,9.5,11.7,14.5
20-Jul,Ontario,  Total Landed immigrants,Employment rate,  Male,15 Years +,26.8,56.1,59.1,71.4,73
20-Jul,Ontario,  Total Landed immigrants,Employment rate,  Male,  15-24,12,38.2,65,56.1,100
20-Jul,Ontario,  Total Landed immigrants,Employment rate,  Male,  25 Years +,30.7,59.1,58.8,71.8,72.9
20-Jul,Ontario,  Total Landed immigrants,Employment rate,  Male,  25-64,50.8,74.9,77.2,81.8,83.7
20-Jul,Ontario,  Total Landed immigrants,Employment rate,  Male,  55 Years +,22,42.7,38.7,48.5,52.2
20-Jul,Ontario,  Total Landed immigrants,Employment rate,  Female,15 Years +,14,32.3,50.5,58.7,62.2
20-Jul,Ontario,  Total Landed immigrants,Employment rate,  Female,  15-24,16,36.6,35.8,56.9,0
20-Jul,Ontario,  Total Landed immigrants,Employment rate,  Female,  25 Years +,13.7,32.1,50.8,58.8,62.2
20-Jul,Ontario,  Total Landed immigrants,Employment rate,  Female,  25-64,31.3,45,64.6,65.5,68.2
20-Jul,Ontario,  Total Landed immigrants,Employment rate,  Female,  55 Years +,6.8,21,36.8,37.4,41.7
20-Jul,Ontario,  Non-landed immigrants,  Labour force,  Male,15 Years +,5.5,18.1,15.7,42,19.8
20-Jul,Ontario,  Non-landed immigrants,  Labour force,  Male,  15-24,0,5.3,2.6,2.2,0
20-Jul,Ontario,  Non-landed immigrants,  Labour force,  Male,  25 Years +,4.2,12.8,13.1,39.8,19.6
20-Jul,Ontario,  Non-landed immigrants,  Labour force,  Male,  25-64,4.2,12.5,13.1,38.9,19.1
20-Jul,Ontario,  Non-landed immigrants,  Labour force,  Male,  55 Years +,0,0,2,3.9,3.1
20-Jul,Ontario,  Non-landed immigrants,  Labour force,  Female,15 Years +,2.4,10.3,20.9,46.2,17.2
20-Jul,Ontario,  Non-landed immigrants,  Labour force,  Female,  15-24,1.7,2.4,3.5,4.5,0
20-Jul,Ontario,  Non-landed immigrants,  Labour force,  Female,  25 Years +,0,7.9,17.5,41.7,16.4
20-Jul,Ontario,  Non-landed immigrants,  Labour force,  Female,  25-64,0,7.9,17.5,41.7,16.4
20-Jul,Ontario,  Non-landed immigrants,  Labour force,  Female,  55 Years +,-,1.9,3.6,2.9,0
20-Jul,Ontario,  Non-landed immigrants,    Employment,  Male,15 Years +,5.3,13.8,12.3,39.3,18.6
20-Jul,Ontario,  Non-landed immigrants,    Employment,  Male,  15-24,0,2.3,2,2.2,0
20-Jul,Ontario,  Non-landed immigrants,    Employment,  Male,  25 Years +,4,11.5,10.3,37.1,18.4
20-Jul,Ontario,  Non-landed immigrants,    Employment,  Male,  25-64,4,11.3,10.3,36.2,17.9
20-Jul,Ontario,  Non-landed immigrants,    Employment,  Male,  55 Years +,0,0,1.7,3.9,3.1
20-Jul,Ontario,  Non-landed immigrants,    Employment,  Female,15 Years +,2.1,8.2,18.7,41.2,16.8
20-Jul,Ontario,  Non-landed immigrants,    Employment,  Female,  15-24,1.5,0,2.8,4,0
20-Jul,Ontario,  Non-landed immigrants,    Employment,  Female,  25 Years +,0,6.9,15.9,37.2,16
20-Jul,Ontario,  Non-landed immigrants,    Employment,  Female,  25-64,0,6.9,15.9,37.2,16
20-Jul,Ontario,  Non-landed immigrants,    Employment,  Female,  55 Years +,-,1.9,3.3,2.5,0
20-Jul,Ontario,  Non-landed immigrants,       Full-time employment,  Male,15 Years +,4.7,13.5,11.2,36.1,16.7
20-Jul,Ontario,  Non-landed immigrants,       Full-time employment,  Male,  15-24,0,2.3,0,1.6,0
20-Jul,Ontario,  Non-landed immigrants,       Full-time employment,  Male,  25 Years +,3.7,11.2,9.7,34.5,16.6
20-Jul,Ontario,  Non-landed immigrants,       Full-time employment,  Male,  25-64,3.7,11,9.7,34,16.4
20-Jul,Ontario,  Non-landed immigrants,       Full-time employment,  Male,  55 Years +,0,0,1.7,3.6,2.8
20-Jul,Ontario,  Non-landed immigrants,       Full-time employment,  Female,15 Years +,0,4.5,12.7,36,15.2
20-Jul,Ontario,  Non-landed immigrants,       Full-time employment,  Female,  15-24,0,0,2.3,3.1,0
20-Jul,Ontario,  Non-landed immigrants,       Full-time employment,  Female,  25 Years +,0,4.4,10.4,32.9,14.4
20-Jul,Ontario,  Non-landed immigrants,       Full-time employment,  Female,  25-64,0,4.4,10.4,32.9,14.4
20-Jul,Ontario,  Non-landed immigrants,       Full-time employment,  Female,  55 Years +,-,0,2.4,2.4,0
20-Jul,Ontario,  Non-landed immigrants,       Part-time employment,  Male,15 Years +,0,0,0,3.3,1.8
20-Jul,Ontario,  Non-landed immigrants,       Part-time employment,  Male,  15-24,0,-,0,0,-
20-Jul,Ontario,  Non-landed immigrants,       Part-time employment,  Male,  25 Years +,0,0,0,2.6,1.8
20-Jul,Ontario,  Non-landed immigrants,       Part-time employment,  Male,  25-64,0,0,0,2.2,1.5
20-Jul,Ontario,  Non-landed immigrants,       Part-time employment,  Male,  55 Years +,-,-,-,0,0
20-Jul,Ontario,  Non-landed immigrants,       Part-time employment,  Female,15 Years +,0,3.7,6,5.2,1.6
20-Jul,Ontario,  Non-landed immigrants,       Part-time employment,  Female,  15-24,0,0,0,0,-
20-Jul,Ontario,  Non-landed immigrants,       Part-time employment,  Female,  25 Years +,-,2.5,5.5,4.3,1.6
20-Jul,Ontario,  Non-landed immigrants,       Part-time employment,  Female,  25-64,-,2.5,5.5,4.3,1.6
20-Jul,Ontario,  Non-landed immigrants,       Part-time employment,  Female,  55 Years +,-,0,0,0,-
20-Jul,Ontario,  Non-landed immigrants,    Unemployment,  Male,15 Years +,0,4.3,3.4,2.7,0
20-Jul,Ontario,  Non-landed immigrants,    Unemployment,  Male,  15-24,-,3.1,0,-,-
20-Jul,Ontario,  Non-landed immigrants,    Unemployment,  Male,  25 Years +,0,0,2.8,2.7,0
20-Jul,Ontario,  Non-landed immigrants,    Unemployment,  Male,  25-64,0,0,2.8,2.7,0
20-Jul,Ontario,  Non-landed immigrants,    Unemployment,  Male,  55 Years +,-,-,0,-,-
20-Jul,Ontario,  Non-landed immigrants,    Unemployment,  Female,15 Years +,0,2.1,2.2,5,0
20-Jul,Ontario,  Non-landed immigrants,    Unemployment,  Female,  15-24,0,0,0,0,-
20-Jul,Ontario,  Non-landed immigrants,    Unemployment,  Female,  25 Years +,-,0,1.6,4.5,0
20-Jul,Ontario,  Non-landed immigrants,    Unemployment,  Female,  25-64,-,0,1.6,4.5,0
20-Jul,Ontario,  Non-landed immigrants,    Unemployment,  Female,  55 Years +,-,-,0,0,0
20-Jul,Ontario,  Non-landed immigrants,  Not in labour force,  Male,15 Years +,6.8,10.5,4.6,14.2,3.3
20-Jul,Ontario,  Non-landed immigrants,  Not in labour force,  Male,  15-24,1.9,6,0,0,-
20-Jul,Ontario,  Non-landed immigrants,  Not in labour force,  Male,  25 Years +,4.9,4.5,4.3,13,3.3
20-Jul,Ontario,  Non-landed immigrants,  Not in labour force,  Male,  25-64,2.9,3.5,3.7,9.2,2.3
20-Jul,Ontario,  Non-landed immigrants,  Not in labour force,  Male,  55 Years +,2,1.7,0,4.7,1.9
20-Jul,Ontario,  Non-landed immigrants,  Not in labour force,  Female,15 Years +,12.1,14.1,13.7,26.4,7.2
20-Jul,Ontario,  Non-landed immigrants,  Not in labour force,  Female,  15-24,6.9,6.9,0,2.4,-
20-Jul,Ontario,  Non-landed immigrants,  Not in labour force,  Female,  25 Years +,5.2,7.2,12.4,24.1,7.2
20-Jul,Ontario,  Non-landed immigrants,  Not in labour force,  Female,  25-64,2.9,6.1,9.2,21.4,7.2
20-Jul,Ontario,  Non-landed immigrants,  Not in labour force,  Female,  55 Years +,2.3,2,4.1,4.8,0
20-Jul,Ontario,  Non-landed immigrants,Unemployment rate,  Male,15 Years +,0,23.8,21.7,6.4,0
20-Jul,Ontario,  Non-landed immigrants,Unemployment rate,  Male,  15-24,-,58.5,0,-,-
20-Jul,Ontario,  Non-landed immigrants,Unemployment rate,  Male,  25 Years +,0,0,21.4,6.8,0
20-Jul,Ontario,  Non-landed immigrants,Unemployment rate,  Male,  25-64,0,0,21.4,6.9,0
20-Jul,Ontario,  Non-landed immigrants,Unemployment rate,  Male,  55 Years +,-,-,0,-,-
20-Jul,Ontario,  Non-landed immigrants,Unemployment rate,  Female,15 Years +,0,20.4,10.5,10.8,0
20-Jul,Ontario,  Non-landed immigrants,Unemployment rate,  Female,  15-24,0,0,0,0,-
20-Jul,Ontario,  Non-landed immigrants,Unemployment rate,  Female,  25 Years +,-,0,9.1,10.8,0
20-Jul,Ontario,  Non-landed immigrants,Unemployment rate,  Female,  25-64,-,0,9.1,10.8,0
20-Jul,Ontario,  Non-landed immigrants,Unemployment rate,  Female,  55 Years +,-,-,0,0,0
20-Jul,Ontario,  Non-landed immigrants,Employment rate,  Male,15 Years +,43.1,48.3,60.6,69.9,80.5
20-Jul,Ontario,  Non-landed immigrants,Employment rate,  Male,  15-24,0,20.4,69,64.7,0
20-Jul,Ontario,  Non-landed immigrants,Employment rate,  Male,  25 Years +,44,66.5,59.2,70.3,80.3
20-Jul,Ontario,  Non-landed immigrants,Employment rate,  Male,  25-64,56.3,70.6,61.3,75.3,83.6
20-Jul,Ontario,  Non-landed immigrants,Employment rate,  Male,  55 Years +,0,0,51.5,44.8,62
20-Jul,Ontario,  Non-landed immigrants,Employment rate,  Female,15 Years +,14.5,33.6,54,56.7,68.6
20-Jul,Ontario,  Non-landed immigrants,Employment rate,  Female,  15-24,17.4,0,58.3,58,0
